osmid,y,x,street_count,highway,geometry
564126019,34.6974664,135.5019193,3,,POINT (135.5019193 34.6974664)
564126021,34.6973701,135.5025449,3,,POINT (135.5025449 34.6973701)
564126027,34.6961956,135.5062833,4,traffic_signals,POINT (135.5062833 34.6961956)
564126038,34.6964237,135.5020113,3,,POINT (135.5020113 34.6964237)
564126049,34.6968451,135.5054297,3,,POINT (135.5054297 34.6968451)
564137229,34.696403,135.5103164,4,,POINT (135.5103164 34.696403)
564137257,34.6937275,135.5094914,3,,POINT (135.5094914 34.6937275)
564137295,34.6941066,135.5095864,4,traffic_signals,POINT (135.5095864 34.6941066)
564137298,34.6963951,135.5096144,3,,POINT (135.5096144 34.6963951)
564180102,34.7005338,135.5148261,4,traffic_signals,POINT (135.5148261 34.7005338)
564180212,34.7025777,135.5108377,5,,POINT (135.5108377 34.7025777)
564180250,34.7026638,135.5139421,4,traffic_signals,POINT (135.5139421 34.7026638)
564180335,34.7006018,135.5137857,3,,POINT (135.5137857 34.7006018)
564180379,34.6986277,135.5109776,4,traffic_signals,POINT (135.5109776 34.6986277)
564180402,34.6986606,135.510311,4,,POINT (135.510311 34.6986606)
564180425,34.698372,135.5146055,4,traffic_signals,POINT (135.5146055 34.698372)
564180553,34.6999317,135.5109147,4,traffic_signals,POINT (135.5109147 34.6999317)
564180565,34.6999674,135.5095411,4,traffic_signals,POINT (135.5095411 34.6999674)
564180716,34.7015794,135.5138606,4,,POINT (135.5138606 34.7015794)
564180794,34.700612,135.5108823,3,traffic_signals,POINT (135.5108823 34.700612)
564180998,34.6971313,135.5180921,4,,POINT (135.5180921 34.6971313)
564181012,34.6981327,135.5181491,4,,POINT (135.5181491 34.6981327)
564181025,34.6995713,135.5182509,4,,POINT (135.5182509 34.6995713)
564181037,34.7003154,135.5183106,4,,POINT (135.5183106 34.7003154)
564181055,34.7013385,135.5183099,4,,POINT (135.5183099 34.7013385)
564181093,34.7035023,135.5173165,3,,POINT (135.5173165 34.7035023)
564263617,34.7007912,135.4996113,3,,POINT (135.4996113 34.7007912)
564425267,34.7052571,135.4971148,5,,POINT (135.4971148 34.7052571)
564425270,34.7082636,135.4964135,3,,POINT (135.4964135 34.7082636)
564425272,34.7089724,135.4963671,4,traffic_signals,POINT (135.4963671 34.7089724)
564425284,34.7111428,135.4970178,4,traffic_signals,POINT (135.4970178 34.7111428)
564425297,34.712438,135.4981179,5,traffic_signals,POINT (135.4981179 34.712438)
571361446,34.7080197,135.4876019,5,traffic_signals,POINT (135.4876019 34.7080197)
571361773,34.7022911,135.4847478,4,traffic_signals,POINT (135.4847478 34.7022911)
582762511,34.6966851,135.4903504,4,traffic_signals,POINT (135.4903504 34.6966851)
582793932,34.6963927,135.4938633,4,,POINT (135.4938633 34.6963927)
584215362,34.7019813,135.4823784,4,,POINT (135.4823784 34.7019813)
584495800,34.6970017,135.5181036,4,,POINT (135.5181036 34.6970017)
584499352,34.70504,135.5165432,4,,POINT (135.5165432 34.70504)
584499354,34.7082971,135.5157836,3,crossing,POINT (135.5157836 34.7082971)
584863976,34.7053047,135.4818187,3,,POINT (135.4818187 34.7053047)
584863980,34.7070751,135.4869646,5,traffic_signals,POINT (135.4869646 34.7070751)
681290452,34.6984947,135.4955809,4,,POINT (135.4955809 34.6984947)
681290456,34.6967482,135.5013822,3,,POINT (135.5013822 34.6967482)
681290457,34.6983108,135.5005918,4,,POINT (135.5005918 34.6983108)
681290458,34.6981989,135.502124,4,,POINT (135.502124 34.6981989)
681290459,34.69806,135.5018934,4,,POINT (135.5018934 34.69806)
681290460,34.6980209,135.5025076,3,,POINT (135.5025076 34.6980209)
681290465,34.6979064,135.5041355,4,traffic_signals,POINT (135.5041355 34.6979064)
681290466,34.6978767,135.5046515,3,,POINT (135.5046515 34.6978767)
681290470,34.6967912,135.5068616,3,,POINT (135.5068616 34.6967912)
681290471,34.6968199,135.5062357,4,traffic_signals,POINT (135.5062357 34.6968199)
681290472,34.6967641,135.5075763,3,,POINT (135.5075763 34.6967641)
681290474,34.6978043,135.5061872,4,traffic_signals,POINT (135.5061872 34.6978043)
681290475,34.697751,135.5069291,3,,POINT (135.5069291 34.697751)
681290476,34.6976914,135.5076335,4,traffic_signals,POINT (135.5076335 34.6976914)
681290478,34.6975997,135.5110176,4,traffic_signals,POINT (135.5110176 34.6975997)
683899872,34.7023262,135.5048527,4,,POINT (135.5048527 34.7023262)
683899874,34.7027726,135.5027554,1,,POINT (135.5027554 34.7027726)
683899875,34.7021756,135.5028578,4,,POINT (135.5028578 34.7021756)
683899877,34.7034849,135.5046895,3,,POINT (135.5046895 34.7034849)
683899879,34.7030734,135.5047362,3,,POINT (135.5047362 34.7030734)
683899880,34.6979302,135.5061765,4,traffic_signals,POINT (135.5061765 34.6979302)
683899882,34.7023622,135.5057197,5,,POINT (135.5057197 34.7023622)
683899913,34.7056321,135.5108041,3,,POINT (135.5108041 34.7056321)
730754950,34.7026994,135.485747,4,,POINT (135.485747 34.7026994)
730754992,34.7016544,135.4847046,3,,POINT (135.4847046 34.7016544)
730754993,34.7016802,135.4864554,3,,POINT (135.4864554 34.7016802)
730754998,34.7011524,135.4864946,3,,POINT (135.4864946 34.7011524)
730755042,34.7013545,135.4846809,3,,POINT (135.4846809 34.7013545)
730763404,34.7011163,135.4880038,4,,POINT (135.4880038 34.7011163)
730763562,34.7016512,135.487986,4,,POINT (135.487986 34.7016512)
730763709,34.7023251,135.4879671,3,,POINT (135.4879671 34.7023251)
730763720,34.702407,135.4884938,3,,POINT (135.4884938 34.702407)
730763878,34.7020548,135.487977,3,,POINT (135.487977 34.7020548)
730764336,34.7034639,135.4900317,4,,POINT (135.4900317 34.7034639)
730764531,34.7033201,135.4883455,4,,POINT (135.4883455 34.7033201)
730764572,34.7035026,135.490703,3,,POINT (135.490703 34.7035026)
730795892,34.7038296,135.4890704,3,,POINT (135.4890704 34.7038296)
730795955,34.7045351,135.4890877,3,,POINT (135.4890877 34.7045351)
730795994,34.7063803,135.4892228,3,,POINT (135.4892228 34.7063803)
730796107,34.706426,135.4884179,3,,POINT (135.4884179 34.706426)
730796408,34.7053927,135.4882935,4,,POINT (135.4882935 34.7053927)
730796546,34.7050862,135.4882964,3,,POINT (135.4882964 34.7050862)
730796569,34.7060174,135.4883659,3,,POINT (135.4883659 34.7060174)
730796988,34.7049127,135.4858012,3,,POINT (135.4858012 34.7049127)
730797007,34.7047667,135.4859452,3,,POINT (135.4859452 34.7047667)
730797031,34.7039719,135.4862155,3,,POINT (135.4862155 34.7039719)
730797103,34.7031151,135.4867402,3,,POINT (135.4867402 34.7031151)
730797265,34.7051461,135.4859298,3,,POINT (135.4859298 34.7051461)
730797497,34.7059555,135.4863882,3,,POINT (135.4863882 34.7059555)
730797717,34.7029627,135.4847868,4,traffic_signals,POINT (135.4847868 34.7029627)
730797783,34.7027485,135.483798,4,,POINT (135.483798 34.7027485)
730798220,34.7055205,135.4861257,4,,POINT (135.4861257 34.7055205)
730798687,34.7045496,135.4855976,3,,POINT (135.4855976 34.7045496)
730803316,34.7043266,135.479528,3,traffic_signals,POINT (135.479528 34.7043266)
730803334,34.7036377,135.4795381,3,,POINT (135.4795381 34.7036377)
730803338,34.7031087,135.4795587,3,,POINT (135.4795587 34.7031087)
730803343,34.702622,135.4795587,3,,POINT (135.4795587 34.702622)
730803347,34.7018636,135.4795578,3,,POINT (135.4795578 34.7018636)
730803350,34.7014191,135.4796156,3,,POINT (135.4796156 34.7014191)
730803367,34.7006165,135.4811979,3,,POINT (135.4811979 34.7006165)
730803373,34.7019599,135.481852,4,,POINT (135.481852 34.7019599)
730803376,34.7019209,135.4810061,4,,POINT (135.4810061 34.7019209)
730803378,34.7018869,135.480153,4,,POINT (135.480153 34.7018869)
730803381,34.7031072,135.480112,3,,POINT (135.480112 34.7031072)
730803383,34.7030974,135.4808495,4,,POINT (135.4808495 34.7030974)
730803384,34.703096,135.4818429,4,,POINT (135.4818429 34.703096)
730803386,34.7030828,135.4823681,3,,POINT (135.4823681 34.7030828)
730803403,34.7036794,135.480784,3,,POINT (135.480784 34.7036794)
730803404,34.7038131,135.481186,3,,POINT (135.481186 34.7038131)
730803408,34.7040291,135.4818514,4,,POINT (135.4818514 34.7040291)
730803417,34.7027163,135.4818474,4,,POINT (135.4818474 34.7027163)
730803418,34.701314,135.4818055,4,,POINT (135.4818055 34.701314)
730803419,34.7007917,135.4817638,4,,POINT (135.4817638 34.7007917)
730803434,34.702729,135.482375,4,,POINT (135.482375 34.702729)
730803435,34.701357,135.4823955,3,,POINT (135.4823955 34.701357)
730803439,34.7007944,135.4824107,3,,POINT (135.4824107 34.7007944)
730803440,34.7004207,135.4823707,2,,POINT (135.4823707 34.7004207)
730803449,34.7026716,135.4809057,4,,POINT (135.4809057 34.7026716)
730803453,34.70264,135.4801187,4,,POINT (135.4801187 34.70264)
730803456,34.7012672,135.4811053,4,,POINT (135.4811053 34.7012672)
730803458,34.7007879,135.4811685,3,,POINT (135.4811685 34.7007879)
730803460,34.7012965,135.4802577,3,,POINT (135.4802577 34.7012965)
770384970,34.6955638,135.510309,4,,POINT (135.510309 34.6955638)
770392120,34.6996081,135.5021048,5,,POINT (135.5021048 34.6996081)
836416630,34.7081796,135.5156445,3,,POINT (135.5156445 34.7081796)
941389549,34.7069459,135.4910286,3,,POINT (135.4910286 34.7069459)
941389550,34.7070432,135.4918179,3,,POINT (135.4918179 34.7070432)
941389551,34.7070817,135.492275,3,,POINT (135.492275 34.7070817)
941389552,34.7064392,135.4919286,3,,POINT (135.4919286 34.7064392)
941389555,34.707603,135.4917011,3,,POINT (135.4917011 34.707603)
941389556,34.7075284,135.4917159,3,,POINT (135.4917159 34.7075284)
941389559,34.7074854,135.4909741,3,,POINT (135.4909741 34.7074854)
941389561,34.7088041,135.4893716,4,,POINT (135.4893716 34.7088041)
941389563,34.7086452,135.4878707,3,traffic_signals,POINT (135.4878707 34.7086452)
941389578,34.7069377,135.4865603,3,,POINT (135.4865603 34.7069377)
941766433,34.7103566,135.4979389,3,,POINT (135.4979389 34.7103566)
980581091,34.6940619,135.519794,4,,POINT (135.519794 34.6940619)
980581142,34.6941477,135.5081721,3,,POINT (135.5081721 34.6941477)
980581150,34.6970188,135.518493,3,,POINT (135.518493 34.6970188)
980581246,34.6928986,135.51966,3,,POINT (135.51966 34.6928986)
980581293,34.6957742,135.518399,4,,POINT (135.518399 34.6957742)
1014935946,34.6984574,135.5053883,4,,POINT (135.5053883 34.6984574)
1014935951,34.6989173,135.5041624,4,,POINT (135.5041624 34.6989173)
1014935954,34.6980194,135.5054043,3,,POINT (135.5054043 34.6980194)
1014935960,34.6983309,135.498826,4,,POINT (135.498826 34.6983309)
1014935970,34.6980958,135.5041413,4,traffic_signals,POINT (135.5041413 34.6980958)
1015952574,34.6946474,135.5178744,3,,POINT (135.5178744 34.6946474)
1015952583,34.6942084,135.5178094,4,,POINT (135.5178094 34.6942084)
1015952617,34.6946596,135.5075677,4,traffic_signals,POINT (135.5075677 34.6946596)
1015952627,34.6953552,135.5080349,4,,POINT (135.5080349 34.6953552)
1015952628,34.6921904,135.5175784,4,traffic_signals,POINT (135.5175784 34.6921904)
1015952647,34.6938889,135.5070234,3,,POINT (135.5070234 34.6938889)
1015952748,34.7007287,135.4957881,3,traffic_signals,POINT (135.4957881 34.7007287)
1015952755,34.7019213,135.4981243,4,,POINT (135.4981243 34.7019213)
1015952756,34.701885,135.4982958,4,,POINT (135.4982958 34.701885)
1015952914,34.6937993,135.5046163,3,traffic_signals,POINT (135.5046163 34.6937993)
1015953089,34.6981696,135.4988417,3,,POINT (135.4988417 34.6981696)
1015953132,34.6990422,135.4898281,3,,POINT (135.4898281 34.6990422)
1015953244,34.7006013,135.4951682,5,traffic_signals,POINT (135.4951682 34.7006013)
1015953257,34.7005785,135.4953495,3,traffic_signals,POINT (135.4953495 34.7005785)
1015953266,34.6957179,135.5081941,3,,POINT (135.5081941 34.6957179)
1015953267,34.6963906,135.5082625,4,,POINT (135.5082625 34.6963906)
1015953268,34.6976408,135.5083642,3,,POINT (135.5083642 34.6976408)
1015953277,34.6941625,135.5087291,3,,POINT (135.5087291 34.6941625)
1015953325,34.6968848,135.5021839,3,,POINT (135.5021839 34.6968848)
1017958967,34.6995397,135.5069966,4,,POINT (135.5069966 34.6995397)
1017959058,34.6984056,135.5069543,4,,POINT (135.5069543 34.6984056)
1017959064,34.698334,135.5084167,4,,POINT (135.5084167 34.698334)
1017959257,34.7009663,135.5067271,3,,POINT (135.5067271 34.7009663)
1017959268,34.7018184,135.5091713,4,traffic_signals,POINT (135.5091713 34.7018184)
1017959369,34.6999484,135.5091587,4,traffic_signals,POINT (135.5091587 34.6999484)
1017959370,34.7010101,135.5076457,3,,POINT (135.5076457 34.7010101)
1017989001,34.7042132,135.5017898,4,,POINT (135.5017898 34.7042132)
1017989078,34.7061667,135.5043243,4,traffic_signals,POINT (135.5043243 34.7061667)
1018988843,34.6988199,135.5182002,3,,POINT (135.5182002 34.6988199)
1019867637,34.6874399,135.4858508,3,,POINT (135.4858508 34.6874399)
1019867708,34.6900539,135.4905883,4,traffic_signals,POINT (135.4905883 34.6900539)
1019867772,34.6877095,135.4863475,3,,POINT (135.4863475 34.6877095)
1020007064,34.6956651,135.5073726,4,,POINT (135.5073726 34.6956651)
1021898924,34.7080206,135.4964573,4,traffic_signals,POINT (135.4964573 34.7080206)
1021898933,34.7080107,135.4972599,3,,POINT (135.4972599 34.7080107)
1021961742,34.7055941,135.5009627,3,,POINT (135.5009627 34.7055941)
1021961756,34.707715,135.5016523,3,,POINT (135.5016523 34.707715)
1039023079,34.7126569,135.5106207,4,traffic_signals,POINT (135.5106207 34.7126569)
1039023112,34.7135134,135.5065569,3,,POINT (135.5065569 34.7135134)
1039023114,34.7130355,135.5066208,4,,POINT (135.5066208 34.7130355)
1039023141,34.7131679,135.5086184,3,,POINT (135.5086184 34.7131679)
1039023353,34.7130694,135.5071029,4,,POINT (135.5071029 34.7130694)
1039023373,34.7130975,135.5076542,4,,POINT (135.5076542 34.7130975)
1039068101,34.7118403,135.4994383,3,,POINT (135.4994383 34.7118403)
1039130510,34.7104529,135.5032946,3,,POINT (135.5032946 34.7104529)
1039225419,34.7129531,135.4975769,3,,POINT (135.4975769 34.7129531)
1067983645,34.7063044,135.5134294,3,,POINT (135.5134294 34.7063044)
1067983655,34.7070277,135.5121896,4,,POINT (135.5121896 34.7070277)
1076442063,34.7088056,135.5174972,3,,POINT (135.5174972 34.7088056)
1076442135,34.7146069,135.5163361,3,traffic_signals,POINT (135.5163361 34.7146069)
1076442149,34.7118404,135.5118114,3,,POINT (135.5118114 34.7118404)
1313281684,34.6952217,135.5018255,3,,POINT (135.5018255 34.6952217)
1403346860,34.6918669,135.4932719,3,,POINT (135.4932719 34.6918669)
1403346872,34.6923809,135.4930043,3,,POINT (135.4930043 34.6923809)
1465053876,34.6942246,135.4910137,4,traffic_signals,POINT (135.4910137 34.6942246)
1465054695,34.6970662,135.4902269,3,,POINT (135.4902269 34.6970662)
1465054944,34.6976035,135.4900176,5,traffic_signals,POINT (135.4900176 34.6976035)
1465055689,34.7000998,135.484134,3,,POINT (135.484134 34.7000998)
1465056000,34.7024265,135.4886394,3,,POINT (135.4886394 34.7024265)
1506272260,34.6969663,135.4902635,3,,POINT (135.4902635 34.6969663)
1506877346,34.7005863,135.481271,3,,POINT (135.481271 34.7005863)
1506877372,34.7019104,135.4795517,3,,POINT (135.4795517 34.7019104)
1608901736,34.710699,135.5092396,4,traffic_signals,POINT (135.5092396 34.710699)
1611736779,34.713048,135.5111733,3,,POINT (135.5111733 34.713048)
1611736781,34.7132206,135.5106961,3,,POINT (135.5106961 34.7132206)
1611747405,34.7122604,135.509728,3,,POINT (135.509728 34.7122604)
1611747406,34.7121964,135.5089352,3,,POINT (135.5089352 34.7121964)
1611747407,34.7122976,135.5106305,3,,POINT (135.5106305 34.7122976)
1613152644,34.7115568,135.5112028,3,,POINT (135.5112028 34.7115568)
1617251942,34.6872262,135.4835893,3,,POINT (135.4835893 34.6872262)
1617252021,34.6885801,135.4847277,3,,POINT (135.4847277 34.6885801)
1617252208,34.6923571,135.4889475,4,traffic_signals,POINT (135.4889475 34.6923571)
1617252236,34.6933171,135.4914003,4,traffic_signals,POINT (135.4914003 34.6933171)
1617252239,34.6937555,135.4942786,3,traffic_signals,POINT (135.4942786 34.6937555)
1617252242,34.6939984,135.4959419,4,traffic_signals,POINT (135.4959419 34.6939984)
1617252249,34.6881274,135.4870795,4,traffic_signals,POINT (135.4870795 34.6881274)
1628413799,34.7104446,135.5077793,4,,POINT (135.5077793 34.7104446)
1628415686,34.7117734,135.5090462,3,,POINT (135.5090462 34.7117734)
1628415690,34.7117307,135.5086762,3,,POINT (135.5086762 34.7117307)
1628425619,34.7124401,135.50848,3,,POINT (135.50848 34.7124401)
1628425625,34.7097969,135.5078628,3,,POINT (135.5078628 34.7097969)
1628425628,34.7101895,135.5078323,4,,POINT (135.5078323 34.7101895)
1628452253,34.7120065,135.5149483,4,,POINT (135.5149483 34.7120065)
1628452255,34.7138217,135.5111609,4,,POINT (135.5111609 34.7138217)
1628452274,34.7149808,135.5111536,4,traffic_signals,POINT (135.5111536 34.7149808)
1628457316,34.7148523,135.509982,3,,POINT (135.509982 34.7148523)
1646422297,34.6909631,135.4899427,3,,POINT (135.4899427 34.6909631)
1646422298,34.6914235,135.4926422,4,traffic_signals,POINT (135.4926422 34.6914235)
1646422310,34.6921433,135.4921569,4,traffic_signals,POINT (135.4921569 34.6921433)
1646422316,34.6924963,135.4935265,3,,POINT (135.4935265 34.6924963)
1646422323,34.692588,135.4939025,3,,POINT (135.4939025 34.692588)
1646422327,34.6927678,135.4945202,3,,POINT (135.4945202 34.6927678)
1646422367,34.6943333,135.4940085,3,motorway_junction,POINT (135.4940085 34.6943333)
1646422391,34.6945442,135.49281,3,,POINT (135.49281 34.6945442)
1646422430,34.6949276,135.4957587,5,traffic_signals,POINT (135.4957587 34.6949276)
1646422461,34.6953639,135.492339,3,motorway_junction,POINT (135.492339 34.6953639)
1646422482,34.6959568,135.4902841,4,,POINT (135.4902841 34.6959568)
1646422523,34.6967083,135.4916569,3,traffic_signals,POINT (135.4916569 34.6967083)
1646422525,34.6967949,135.4917521,4,traffic_signals,POINT (135.4917521 34.6967949)
1646422542,34.6969292,135.4920918,4,traffic_signals,POINT (135.4920918 34.6969292)
1666871009,34.7018181,135.5095136,3,traffic_signals,POINT (135.5095136 34.7018181)
1666901742,34.6982972,135.5092265,3,,POINT (135.5092265 34.6982972)
1666901750,34.7002955,135.506017,4,,POINT (135.506017 34.7002955)
1666901753,34.700344,135.509138,3,,POINT (135.509138 34.700344)
1666901754,34.7010658,135.5083022,3,,POINT (135.5083022 34.7010658)
1666901766,34.6987235,135.5092207,3,traffic_signals,POINT (135.5092207 34.6987235)
1666901782,34.6995317,135.5091865,4,traffic_signals,POINT (135.5091865 34.6995317)
1666901794,34.6977031,135.5095697,4,traffic_signals,POINT (135.5095697 34.6977031)
1666901796,34.697718,135.509236,4,traffic_signals,POINT (135.509236 34.697718)
1666901801,34.6984436,135.5061493,4,,POINT (135.5061493 34.6984436)
1666901805,34.6983644,135.5076623,4,,POINT (135.5076623 34.6983644)
1666901811,34.7011266,135.5091144,3,,POINT (135.5091144 34.7011266)
1666901828,34.6994071,135.5061139,3,,POINT (135.5061139 34.6994071)
1666901833,34.7006653,135.5094917,3,,POINT (135.5094917 34.7006653)
1666901835,34.6995648,135.5077079,4,,POINT (135.5077079 34.6995648)
1666901837,34.6989014,135.5061326,4,traffic_signals,POINT (135.5061326 34.6989014)
1666930353,34.7003218,135.5027119,3,,POINT (135.5027119 34.7003218)
